test_id,queryid,model,dataset,datasetSize,threads,elapsedTime,numMachines,cardinality,queryMode
11f2a6e7-a32f-4169-b4a2-a8f72cf60abe,Q3,stgraph,mimic,full,64,140123,1,1,OPTIMIZED
a0b769df-3ef5-4d10-8a63-ca2dfb0ea1db,Q3,stgraph,mimic,1692200,32,84,4,1,OPTIMIZED
1f3ae5dd-b45e-441a-b62a-8f5c64fe5d12,Q3,stgraph,mimic,1692200,64,75,4,1,OPTIMIZED
06db1c72-b479-42e6-955b-94f00f467174,Q3,stgraph,mimic,16922000,32,1305,4,1,OPTIMIZED
7153117d-af33-4447-9c3a-fc73195c1d41,Q3,stgraph,mimic,16922000,64,1267,4,1,OPTIMIZED
1ab58cf3-e99a-43ec-a57f-709ee2ab4e13,Q3,stgraph,mimic,full,32,149619,4,1,OPTIMIZED
770325d3-7554-4e13-81b5-6e35c697d4bc,Q3,stgraph,mimic,full,64,152470,4,1,OPTIMIZED
d40fd2bf-0f01-4903-9bb6-51ed82c1b9e3,Q3,stgraph,mimic,1692200,32,81,2,1,OPTIMIZED
80fdc7ef-2358-4cda-9644-86c76b13ba2e,Q3,stgraph,mimic,1692200,64,67,2,1,OPTIMIZED
b7539e3a-2d5f-4775-9133-511598152c03,Q3,stgraph,mimic,16922000,32,1204,2,1,OPTIMIZED
75f3db0c-0a4b-40fd-a4d1-d93b5ad3171b,Q3,stgraph,mimic,16922000,64,1137,2,1,OPTIMIZED
a747abd9-9cd5-4972-8a1a-c837670d3c1c,Q3,stgraph,mimic,full,32,121410,2,1,OPTIMIZED
b7f918d4-41e4-4b18-9945-6effb86d0889,Q3,stgraph,mimic,full,64,127324,2,1,OPTIMIZED
c2ec84b4-cce5-46d8-a101-0f839f14aba4,Q2,stgraph,mimic,1692200,32,317,1,72489,OPTIMIZED
9fe9d43e-cd89-4333-bcd4-f6e867d222ec,Q2,stgraph,mimic,1692200,64,151,1,72489,OPTIMIZED
b0275136-fe38-488c-9480-fdbf22bb1ce9,Q2,stgraph,mimic,16922000,32,1179,1,769293,OPTIMIZED
0220e4cb-575c-43ac-a2ce-3c8959d8b589,Q2,stgraph,mimic,16922000,64,1102,1,769293,OPTIMIZED
e0f12924-6568-4d3c-a307-6bfefe24494b,Q2,stgraph,mimic,full,32,93706,1,8166937,OPTIMIZED
b4883eb2-8108-43e4-b004-8aeaf62a889e,Q2,stgraph,mimic,full,64,94115,1,8166937,OPTIMIZED
b75f76e8-d92c-4bba-9bd5-cb7f177d1b12,Q2,stgraph,mimic,1692200,32,157,4,72489,OPTIMIZED
53996530-b4c7-4def-b53c-4c75767cb0d7,Q2,stgraph,mimic,1692200,64,151,4,72489,OPTIMIZED
25de4502-1f11-4a79-bfe2-c47907d4b374,Q2,stgraph,mimic,16922000,32,1722,4,769293,OPTIMIZED
c92fe35b-ac93-49ff-ac20-e33a6709807b,Q2,stgraph,mimic,16922000,64,1414,4,769293,OPTIMIZED
cd461f31-9b38-4fa7-aea3-f06972614a3d,EnvironmentCoverage,stgraph,smartbench,extralarge,16,51,1,33,OPTIMIZED
74e98968-2b48-4678-a9cd-11dec945073d,EnvironmentCoverage,stgraph,smartbench,extralarge,16,14,4,33,OPTIMIZED
f90b9ec5-c034-4827-b9c8-1354c9ad5477,EnvironmentCoverage,stgraph,smartbench,extralarge,16,13,2,33,OPTIMIZED
1eecb42a-1f75-4bf8-92d5-72fc8041d6f1,EnvironmentAggregate,stgraph,smartbench,extralarge,16,40233,1,88,OPTIMIZED
280cae19-c04a-4493-93bb-223057a94e07,EnvironmentAggregate,stgraph,smartbench,extralarge,16,12627,4,88,OPTIMIZED
490d11e7-7054-4b5d-9ff5-7a07aa38e3ad,EnvironmentAggregate,stgraph,smartbench,extralarge,16,20000,2,88,OPTIMIZED
7bed8013-2591-4747-bbe4-d6b03bf6434b,AgentOutlier,stgraph,smartbench,extralarge,16,37656,1,185,OPTIMIZED
96d8adec-f76f-4007-97c5-af8bc803eb28,AgentOutlier,stgraph,smartbench,extralarge,16,10101,4,185,OPTIMIZED
5b3234c1-5104-4959-80aa-41b573459d21,AgentOutlier,stgraph,smartbench,extralarge,16,18850,2,185,OPTIMIZED
b830cd15-1ff0-4cd2-805a-ce04bde048b1,MaintenanceOwners,stgraph,smartbench,extralarge,16,1555,1,185,OPTIMIZED
84d8933f-3db9-4a62-ad0a-cbbd0c182690,MaintenanceOwners,stgraph,smartbench,extralarge,16,1284,4,185,OPTIMIZED
df32899f-4a5a-4ac3-9836-316f38b926fd,MaintenanceOwners,stgraph,smartbench,extralarge,16,1245,2,185,OPTIMIZED
3d9e6bc4-97cd-4021-9a86-c113de99e7e4,EnvironmentOutlier,stgraph,smartbench,extralarge,16,227424,1,2,OPTIMIZED
c77ee50e-6673-4c70-8cbb-1c17104aa830,EnvironmentOutlier,stgraph,smartbench,extralarge,16,54009,4,2,OPTIMIZED
0c94b347-2c61-4a31-9af6-990690012466,EnvironmentOutlier,stgraph,smartbench,extralarge,16,102898,2,2,OPTIMIZED
165b3cc0-6e7e-4e61-9212-49fe98419cac,EnvironmentCoverage,stgraph,smartbench,extralarge,16,9,1,33,OPTIMIZED
beb5b4ca-e4b6-4b18-a981-77fdf75d38fa,EnvironmentCoverage,stgraph,smartbench,extralarge,16,8,4,33,OPTIMIZED
3d9d5a6a-f4c1-4e08-b1a1-8c820f45ebfa,EnvironmentCoverage,stgraph,smartbench,extralarge,16,5,2,33,OPTIMIZED
f3ebb695-ca10-4756-853f-2e98bb962d0c,AgentHistory,stgraph,smartbench,extralarge,16,33,1,1,OPTIMIZED
90c0e2c9-8f5c-4207-8759-52f367cd7a20,AgentHistory,stgraph,smartbench,extralarge,16,47,4,1,OPTIMIZED
15f227d9-67d8-48bc-8811-737bb555aa5b,AgentHistory,stgraph,smartbench,extralarge,16,40,2,1,OPTIMIZED
77ffa3ad-05e3-44aa-b338-3ef39cf72c5a,EnvironmentAggregate,stgraph,smartbench,small,1,67893,1,73,NAIVE
846a64ec-3201-412a-9fcd-e5821f45ecec,EnvironmentAggregate,stgraph,smartbench,medium,1,217580,1,90,NAIVE
c56de3a6-6426-47c4-a187-934dd016f974,EnvironmentAggregate,stgraph,smartbench,large,1,5283718,1,112,NAIVE
85db5062-09ec-4959-929f-e9cc6ad51584,EnvironmentAggregate,stgraph,smartbench,small,1,1909,1,73,OPTIMIZED
6a45787b-9b45-4d6c-8629-9cfa76b72b98,EnvironmentAggregate,stgraph,smartbench,small,4,516,1,73,OPTIMIZED
cc5e2b0d-7e66-4c1f-9091-a8068bcaa4ec,EnvironmentAggregate,stgraph,smartbench,small,8,431,1,73,OPTIMIZED
b764fb9d-eabb-43d7-a268-757df29a6dc9,EnvironmentAggregate,stgraph,smartbench,small,16,251,1,73,OPTIMIZED
cebe4b84-ca21-4234-8223-839f6279f66e,EnvironmentAggregate,stgraph,smartbench,medium,1,4838,1,90,OPTIMIZED
f5602841-a1b7-42c4-b513-a6fd35c633b4,EnvironmentAggregate,stgraph,smartbench,medium,4,1299,1,90,OPTIMIZED
a552b928-3e02-450a-91be-ffc15e27cbf6,EnvironmentAggregate,stgraph,smartbench,medium,8,877,1,90,OPTIMIZED
f3b10155-23f2-4763-9eb8-07b3eeff6452,EnvironmentAggregate,stgraph,smartbench,medium,16,631,1,90,OPTIMIZED
0bc32035-8d24-4e00-b096-42bd8157c0bb,EnvironmentAggregate,stgraph,smartbench,large,1,73394,1,112,OPTIMIZED
873a5469-7136-4922-a999-834acb05f4f4,EnvironmentAggregate,stgraph,smartbench,large,4,19154,1,112,OPTIMIZED
93a65444-7ddd-4448-bf23-a4dae4b10092,EnvironmentAggregate,stgraph,smartbench,large,8,10718,1,112,OPTIMIZED
52e75e83-f381-4a23-9eee-ac08f0fff068,EnvironmentAggregate,stgraph,smartbench,large,16,9780,1,112,OPTIMIZED
e6ca9117-0fe3-4ed6-b190-419f9de999b9,EnvironmentAggregate,stgraph,smartbench,small,1,3577,4,73,OPTIMIZED
2ccf38ce-7d91-4955-8916-bdb6c6d3fbfa,EnvironmentAggregate,stgraph,smartbench,small,4,900,4,73,OPTIMIZED
49ad4b6c-d2e0-426f-afe1-caee168da843,EnvironmentAggregate,stgraph,smartbench,small,8,523,4,73,OPTIMIZED
c89272c1-d40d-45f5-a75d-79bc86fdcc70,EnvironmentAggregate,stgraph,smartbench,small,16,323,4,73,OPTIMIZED
b423e0ed-ce92-4031-8638-d1862e2cca3e,EnvironmentAggregate,stgraph,smartbench,medium,1,8199,4,90,OPTIMIZED
e2c38f58-f3a0-4bfa-9e65-62c019421959,EnvironmentAggregate,stgraph,smartbench,medium,4,2233,4,90,OPTIMIZED
282e9ea6-85de-4227-8247-8b802fa5df8d,EnvironmentAggregate,stgraph,smartbench,medium,8,1351,4,90,OPTIMIZED
8a44f2e9-ca93-403e-9359-90d9334ccace,EnvironmentAggregate,stgraph,smartbench,medium,16,845,4,90,OPTIMIZED
0f50967f-89c2-4544-9a71-aba09eaa5797,EnvironmentAggregate,stgraph,smartbench,large,1,86887,4,112,OPTIMIZED
cbba2f18-02f6-46d2-949c-7fa83568c435,EnvironmentAggregate,stgraph,smartbench,large,4,20347,4,112,OPTIMIZED
c87c7851-6c15-41bc-933a-ce49f7f320fd,EnvironmentAggregate,stgraph,smartbench,large,8,10481,4,112,OPTIMIZED
0afe05b8-faa2-451e-98a6-250f9dcf5d68,EnvironmentAggregate,stgraph,smartbench,large,16,7053,4,112,OPTIMIZED
d21bd55c-b77c-49a2-b999-0d8ede5f2682,EnvironmentAggregate,stgraph,smartbench,small,16,310,2,73,OPTIMIZED
8a4b53cc-ad19-4a39-956f-883e26f90df2,EnvironmentAggregate,stgraph,smartbench,medium,16,676,2,90,OPTIMIZED
8177a3aa-7fb6-4bbe-9cff-94ff4e9fb76e,EnvironmentAggregate,stgraph,smartbench,large,16,7306,2,112,OPTIMIZED
5bb449aa-d59b-452d-851e-415973bae73e,AgentOutlier,stgraph,smartbench,small,1,49453,1,100,NAIVE
f915cad0-e09c-46f8-941e-8c15cb8e4b4f,AgentOutlier,stgraph,smartbench,medium,1,211784,1,200,NAIVE
d2bbcb6e-3613-41ca-82b5-a0b87b8afbd5,AgentOutlier,stgraph,smartbench,small,1,2055,1,100,OPTIMIZED
945a7a13-9872-4f8c-bb33-148ce22f2d9c,AgentOutlier,stgraph,smartbench,small,4,557,1,100,OPTIMIZED
15f70bb8-58ee-4103-8d9e-15b558e18a0d,AgentOutlier,stgraph,smartbench,small,8,384,1,100,OPTIMIZED
88719e95-100c-49ed-a617-a180a8dc60f8,AgentOutlier,stgraph,smartbench,small,16,309,1,100,OPTIMIZED
249ba672-8060-459f-b201-5e0eee196070,AgentOutlier,stgraph,smartbench,medium,1,5701,1,200,OPTIMIZED
8da86b2e-af5a-4902-9de5-9e10968b1c94,AgentOutlier,stgraph,smartbench,medium,4,1505,1,200,OPTIMIZED
6c8d8381-099d-4da1-abec-738da4ad211a,AgentOutlier,stgraph,smartbench,medium,8,1005,1,200,OPTIMIZED
32189da9-99fd-444b-bf2c-824b003f4b6b,AgentOutlier,stgraph,smartbench,medium,16,897,1,200,OPTIMIZED
9c3b1d4d-2ea5-4cd2-97f8-b58f85fcd0e6,AgentOutlier,stgraph,smartbench,large,1,83104,1,1000,OPTIMIZED
28dedab8-a7b7-4edc-a590-ff2972b217d1,AgentOutlier,stgraph,smartbench,large,4,23824,1,1000,OPTIMIZED
da28f2a4-9ba4-4835-84f9-4ab1ea939cf1,AgentOutlier,stgraph,smartbench,large,8,16212,1,1000,OPTIMIZED
4f70864f-fc35-40dd-8371-9174cebcc08c,AgentOutlier,stgraph,smartbench,large,16,13839,1,1000,OPTIMIZED
c0a28b8f-913e-4371-b077-df9b9ea5d7c3,AgentOutlier,stgraph,smartbench,small,1,3675,4,100,OPTIMIZED
cd02bf24-2864-4c83-9174-7e903f94350f,AgentOutlier,stgraph,smartbench,small,4,864,4,100,OPTIMIZED
9301adb4-9fa9-4cc7-8985-e17ca3b22223,AgentOutlier,stgraph,smartbench,small,8,487,4,100,OPTIMIZED
f45a9efa-f867-456f-9ffd-1e85cb983351,AgentOutlier,stgraph,smartbench,small,16,332,4,100,OPTIMIZED
754c7aeb-26b8-4ec1-a783-866db6b617bb,AgentOutlier,stgraph,smartbench,medium,1,8291,4,200,OPTIMIZED
7fcf146a-b700-4559-abbd-95d487973bb0,AgentOutlier,stgraph,smartbench,medium,4,1945,4,200,OPTIMIZED
1ea8a232-7325-4f07-ac79-f826b5312cd4,AgentOutlier,stgraph,smartbench,medium,8,1003,4,200,OPTIMIZED
b0de587b-7a1e-4b30-99c7-f5c5962f9038,AgentOutlier,stgraph,smartbench,medium,16,669,4,200,OPTIMIZED
3ce08707-8352-4332-a6ac-cf0625c71649,AgentOutlier,stgraph,smartbench,large,1,75737,4,1000,OPTIMIZED
825e2f4f-b6fa-4d77-a174-25bf73ec2888,AgentOutlier,stgraph,smartbench,large,4,17816,4,1000,OPTIMIZED
8fb70eb1-5bc5-408e-b771-7dcc06665f19,AgentOutlier,stgraph,smartbench,large,8,9098,4,1000,OPTIMIZED
e251ea68-31ce-45e9-a7f9-0a951bae77b1,AgentOutlier,stgraph,smartbench,large,16,5433,4,1000,OPTIMIZED
1d1e8b6c-035d-4499-9f20-2f63e7a898de,AgentOutlier,stgraph,smartbench,small,16,325,2,100,OPTIMIZED
bfa3b7ad-cb95-449d-ba60-13aff6cbfaae,AgentOutlier,stgraph,smartbench,medium,16,640,2,200,OPTIMIZED
657db5b4-a42d-4d3a-9f8f-f32deb251ba9,AgentOutlier,stgraph,smartbench,large,16,7993,2,1000,OPTIMIZED
e6dd9ce8-d868-4e81-97af-834ce8e6806b,MaintenanceOwners,stgraph,smartbench,small,1,97214,1,100,NAIVE
7f6ae644-87c3-4e60-9703-165b282c951f,MaintenanceOwners,stgraph,smartbench,medium,1,537449,1,200,NAIVE
