test_id,model,dataset,datasetSize,threads,queryName,queryType,elapsedTime,numEntities,numMachines
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,MaintenanceOwners,edgesDirection,95603,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentHistory,edgesDirection,12,-1,1

431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,MaintenanceOwners,edgesDirection,292468,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,AgentOutlier,edgesDirection,508541,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentHistory,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,EnvironmentCoverage,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,AgentHistory,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,MaintenanceOwners,edgesDirection,89004,-1,1

431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,EnvironmentAggregate,edgesDirection,115190,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,MaintenanceOwners,edgesDirection,88417,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,EnvironmentCoverage,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,AgentHistory,edgesDirection,13,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentHistory,edgesDirection,13,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentOutlier,edgesDirection,160568,-1,1

431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentCoverage,edgesDirection,18,-1,1

431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentCoverage,edgesDirection,18,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,MaintenanceOwners,edgesDirection,89467,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,MaintenanceOwners,edgesDirection,294480,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentOutlier,edgesDirection,159803,-1,1

431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,EnvironmentCoverage,edgesDirection,13,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentAggregate,edgesDirection,377363,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,MaintenanceOwners,edgesDirection,299322,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,AgentHistory,edgesDirection,14,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,MaintenanceOwners,edgesDirection,95453,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentHistory,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentAggregate,edgesDirection,369780,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,AgentOutlier,edgesDirection,517873,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentAggregate,edgesDirection,378623,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,AgentHistory,edgesDirection,15,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentCoverage,edgesDirection,17,-1,1



431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,MaintenanceOwners,edgesDirection,303593,-1,1

431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentOutlier,edgesDirection,165978,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentOutlier,edgesDirection,160223,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentAggregate,edgesDirection,367955,-1,1

431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,EnvironmentAggregate,edgesDirection,122805,-1,1

431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,AgentOutlier,edgesDirection,510711,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentAggregate,edgesDirection,368349,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentOutlier,edgesDirection,165739,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentAggregate,edgesDirection,370864,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentHistory,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,EnvironmentAggregate,edgesDirection,115918,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentHistory,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentOutlier,edgesDirection,159765,-1,1

431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentAggregate,edgesDirection,373972,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentCoverage,edgesDirection,17,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,AgentOutlier,edgesDirection,515603,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,AgentHistory,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,EnvironmentCoverage,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,EnvironmentAggregate,edgesDirection,122153,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,small,1,EnvironmentAggregate,edgesDirection,122639,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,MaintenanceOwners,edgesDirection,314517,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,AeonG,smartbench,large,1,EnvironmentAggregate,edgesDirection,375635,-1,1



054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,EnvironmentCoverage,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,2,AgentOutlier,edgesDirection,256250,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,AgentOutlier,edgesDirection,10149,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,MaintenanceOwners,edgesDirection,4655,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,16,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,AgentOutlier,edgesDirection,81752,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,MaintenanceOwners,edgesDirection,45416,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,EnvironmentCoverage,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,EnvironmentCoverage,edgesDirection,2,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,MaintenanceOwners,edgesDirection,4548,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,AgentOutlier,edgesDirection,63369,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,EnvironmentAggregate,edgesDirection,5872,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,AgentOutlier,edgesDirection,8217,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,EnvironmentAggregate,edgesDirection,7490,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,AgentOutlier,edgesDirection,83796,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,4,AgentHistory,edgesDirection,3,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,AgentOutlier,edgesDirection,10178,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,1,EnvironmentCoverage,edgesDirection,18,-1,1


054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,AgentOutlier,edgesDirection,10113,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,12,AgentOutlier,edgesDirection,44140,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,12,MaintenanceOwners,edgesDirection,24071,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,1,AgentHistory,edgesDirection,12,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,AgentOutlier,edgesDirection,10235,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,AgentHistory,edgesDirection,1,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,AgentHistory,edgesDirection,6,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,2,EnvironmentCoverage,edgesDirection,9,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,AgentHistory,edgesDirection,6,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,4,AgentHistory,edgesDirection,2,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,AgentOutlier,edgesDirection,84705,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,AgentOutlier,edgesDirection,8091,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,1,AgentHistory,edgesDirection,15,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,1,EnvironmentAggregate,edgesDirection,117799,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,EnvironmentAggregate,edgesDirection,7615,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,EnvironmentAggregate,edgesDirection,9824,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,1,MaintenanceOwners,edgesDirection,91272,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,MaintenanceOwners,edgesDirection,36061,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,12,EnvironmentCoverage,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,EnvironmentAggregate,edgesDirection,7385,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,2,AgentHistory,edgesDirection,8,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,4,EnvironmentAggregate,edgesDirection,29555,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,16,EnvironmentAggregate,edgesDirection,22813,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,8,AgentOutlier,edgesDirection,20264,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,1,EnvironmentCoverage,edgesDirection,12,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,1,MaintenanceOwners,edgesDirection,294975,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,MaintenanceOwners,edgesDirection,37089,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,16,EnvironmentAggregate,edgesDirection,22793,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,EnvironmentAggregate,edgesDirection,6255,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,12,EnvironmentAggregate,edgesDirection,30835,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,EnvironmentAggregate,edgesDirection,18238,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,EnvironmentCoverage,edgesDirection,5,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,EnvironmentCoverage,edgesDirection,2,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,EnvironmentAggregate,edgesDirection,18505,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,4,AgentHistory,edgesDirection,3,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,MaintenanceOwners,edgesDirection,15507,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,2,EnvironmentCoverage,edgesDirection,8,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,MaintenanceOwners,edgesDirection,5926,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,4,EnvironmentAggregate,edgesDirection,29723,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,4,EnvironmentCoverage,edgesDirection,3,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,EnvironmentAggregate,edgesDirection,10408,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,4,AgentHistory,edgesDirection,2,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,4,EnvironmentAggregate,edgesDirection,91400,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,1,EnvironmentCoverage,edgesDirection,15,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,4,AgentHistory,edgesDirection,2,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,EnvironmentAggregate,edgesDirection,60264,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,8,AgentOutlier,edgesDirection,21619,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,16,EnvironmentCoverage,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,AgentOutlier,edgesDirection,82889,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,EnvironmentAggregate,edgesDirection,10188,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,EnvironmentAggregate,edgesDirection,9790,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,8,EnvironmentCoverage,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,AgentHistory,edgesDirection,6,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,AgentOutlier,edgesDirection,26212,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,MaintenanceOwners,edgesDirection,14802,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,1,AgentOutlier,edgesDirection,162491,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,MaintenanceOwners,edgesDirection,14814,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,1,EnvironmentCoverage,edgesDirection,21,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,8,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,4,AgentOutlier,edgesDirection,127741,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,16,EnvironmentCoverage,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,12,EnvironmentCoverage,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,EnvironmentCoverage,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,16,MaintenanceOwners,edgesDirection,18528,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,8,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,MaintenanceOwners,edgesDirection,8190,-1,1


054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,8,EnvironmentAggregate,edgesDirection,45764,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,EnvironmentAggregate,edgesDirection,62546,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,AgentOutlier,edgesDirection,8329,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,AgentOutlier,edgesDirection,13847,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,4,EnvironmentCoverage,edgesDirection,3,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,12,MaintenanceOwners,edgesDirection,7692,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,AgentHistory,edgesDirection,6,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,MaintenanceOwners,edgesDirection,14370,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,4,AgentOutlier,edgesDirection,41497,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,AgentOutlier,edgesDirection,8262,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,12,EnvironmentAggregate,edgesDirection,30453,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,4,AgentHistory,edgesDirection,4,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,1,EnvironmentCoverage,edgesDirection,14,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,1,EnvironmentCoverage,edgesDirection,11,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,2,EnvironmentAggregate,edgesDirection,61386,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,12,MaintenanceOwners,edgesDirection,24415,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,12,EnvironmentAggregate,edgesDirection,31015,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,1,MaintenanceOwners,edgesDirection,293795,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,4,MaintenanceOwners,edgesDirection,73500,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,16,EnvironmentAggregate,edgesDirection,7391,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,12,EnvironmentCoverage,edgesDirection,1,-1,1


054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,2,MaintenanceOwners,edgesDirection,149442,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,8,EnvironmentAggregate,edgesDirection,14797,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,16,AgentOutlier,edgesDirection,32326,-1,1

054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,AgentHistory,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,small,20,EnvironmentCoverage,edgesDirection,1,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,16,AgentOutlier,edgesDirection,31522,-1,1
054e3f86-cef9-4a25-a657-ffcf11364208,AeonG,smartbench,large,20,AgentHistory,edgesDirection,1,-1,1


