test_id,model,startTimestamp,endTimestamp,dataset,datasetSize,threads,graphElapsedTime,tsElapsedTime,elapsedTime,numMachines,storage,iteration,note,indexTime,tsStorage,gsStorage,tsCard,gsCard,Unnamed: 13
492855be-4815-43e4-bda9-cc797d53a371,PGAge,176837989.0,176838071.0,smartbench,Medium,1,158266.0,662817.0,82000.0,-1,-1.0,85.0,,,,,,,
d7dc777d-5f54-42cd-b5ea-b87154f54d0f,PGAge,176838080.0,176838174.0,smartbench,Medium,1,159042.0,772071.0,94000.0,-1,-1.0,86.0,,,,,,,
5c30fbe1-d55a-4f74-aa10-c620c5e0a0ae,PGAge,176838184.0,176838282.0,smartbench,Medium,1,171688.0,808247.0,98000.0,-1,-1.0,87.0,,,,,,,
9eed834f-e61d-4556-a0ec-80f7f08ad034,PGAge,176838293.0,176838391.0,smartbench,Medium,1,164822.0,819741.0,98000.0,-1,-1.0,88.0,,,,,,,
9566442e-c9c9-4642-9496-87f5f2467dcf,PGAge,176838402.0,176838502.0,smartbench,Medium,1,170987.0,831878.0,100000.0,-1,-1.0,89.0,,,,,,,
79fac1a0-8497-467d-8992-68870a7be3cd,PGAge,176838514.0,176838613.0,smartbench,Medium,1,163779.0,821635.0,99000.0,-1,-1.0,90.0,,,,,,,
76efeb38-7db1-45f9-9064-8852bfafb32b,PGAge,176838624.0,176838732.0,smartbench,Medium,1,164299.0,909103.0,108000.0,-1,-1.0,91.0,,,,,,,
b883b236-bb2b-4be1-ac19-c74047d4d64b,PGAge,176838744.0,176838848.0,smartbench,Medium,1,159651.0,883786.0,104000.0,-1,-1.0,92.0,,,,,,,
492855be-4815-43e4-bda9-cc797d53a371,PGAge,176837989.0,176838071.0,smartbench,Medium,1,158266.0,662817.0,82000.0,-1,-1.0,93.0,,,,,,,
d7dc777d-5f54-42cd-b5ea-b87154f54d0f,PGAge,176838080.0,176838174.0,smartbench,Medium,1,159042.0,772071.0,94000.0,-1,-1.0,94.0,,,,,,,
5c30fbe1-d55a-4f74-aa10-c620c5e0a0ae,PGAge,176838184.0,176838282.0,smartbench,Medium,1,171688.0,808247.0,98000.0,-1,-1.0,95.0,,,,,,,
9eed834f-e61d-4556-a0ec-80f7f08ad034,PGAge,176838293.0,176838391.0,smartbench,Medium,1,164822.0,819741.0,98000.0,-1,-1.0,96.0,,,,,,,
9566442e-c9c9-4642-9496-87f5f2467dcf,PGAge,176838402.0,176838502.0,smartbench,Medium,1,170987.0,831878.0,100000.0,-1,-1.0,97.0,,,,,,,
79fac1a0-8497-467d-8992-68870a7be3cd,PGAge,176838514.0,176838613.0,smartbench,Medium,1,163779.0,821635.0,99000.0,-1,-1.0,98.0,,,,,,,
76efeb38-7db1-45f9-9064-8852bfafb32b,PGAge,176838624.0,176838732.0,smartbench,Medium,1,164299.0,909103.0,108000.0,-1,-1.0,99.0,,,,,,,
b883b236-bb2b-4be1-ac19-c74047d4d64b,PGAge,176838744.0,176838848.0,smartbench,Medium,1,159651.0,883786.0,104000.0,-1,-1.0,100.0,,,,,,,
44e988cf-c7be-4748-9f8e-1a0be77143c6,PGAge,176838860.0,176838968.0,smartbench,Medium,1,160531.0,924763.0,108000.0,-1,-1.0,101.0,,,,,,,
492855be-4815-43e4-bda9-cc797d53a371,PGAge,176837989.0,176838071.0,smartbench,Medium,1,158266.0,662817.0,82000.0,-1,-1.0,102.0,,,,,,,
